date,published_time,post_created_time,produced_by,permalink_url,title,message,primary_category_l0,primary_category,(Undefined)Suggestion for Change in Primary,Primary Category  Suggestion Explaination,Primary_Category_1,Secondary Category,Secondary Category Suggestion 3 or less and comma sep,Secondary Category Suggestion Explaination,Secondary_Category_1,Secondary_Category_1_revisited,video_type,video_type suggestion,Video_Type_1,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,Background Music In Beginning ,Video Format ,Video Length,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession,Tags
2019-08-30 , 13:05:15,2019-08-30 13:05:1567170300,RG,https://www.facebook.com/1954072204870360/posts/2426644950946414/,Vicky Kaushal Reveals His Relationship Secrets,Song 'Pachtaoge' पर क्या बोले Vicky Kaushal?,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,People,,,"Bollywood, Famous Personality","Bollywood, Famous Personality",Entertaining,,Entertaining,other,famous personality (fp),,relevant,,,,Famous Personality,Happy ,vicky kaushal,film,"Vicky Kaushal, Pachtaoge, Nora Fatehi, Success Party"
2019-08-29 , 11:05:15,2019-08-29 11:05:1567076700,DV,https://www.facebook.com/1954072204870360/posts/2425933961017513/,Rahul Gandhi Kissed By A Man In Wayanad,Wayanad दौरे पर Rahul Gandhi को अनजान शख्स ने किया kiss,Politics,Politics*,,,Politics,People,,,"Political, Famous Personality, Fans",Famous Personality,Shocking/Surprising,,Shocking/Surprising,text only (to),famous personality (fp),,relevant,,,,Famous Personality,happy,rahul gandhi,Politics,"Indian National Congress, Rahul Gandhi, Wayanad, Kiss, Congress"
2019-08-30 , 05:05:15,2019-08-30 05:05:1567141500,VA,https://www.facebook.com/1954072204870360/posts/2425948851016024/,Sale Of Bananas Banned By Local Authority At Lucknow's Charbagh Railway Station,क्यों अब नहीं मिलेंगे Lucknow के इस railway station पर केले?,Food,Environment,,,Environment/Ecosystem,Place,,,"Railways, Conservation", Conservation,Informative,,Informative,text only (to),Crowd,,relevant,,,,Object,Neutral ,,,"Lucknow, Uttar Pradesh, Banana Ban, Charbagh Station, Railway, UP, India"
2019-09-15 , 03:35:15,2019-09-15 03:35:1568518500,HR,https://www.facebook.com/1954072204870360/posts/2437507799860129/,The History Of India's First TV Channel - Doordarshan,"जो कराए घर में दुनिया के दर्शन - Doordarshan

Doordarshan National (DD1)",Education,Filmy*,,,Entertainment,History,,,"Digital/TV, History","Digital/TV, History",Informative,,Informative,voice over (vo),other,television,relevant,,,,Crowd,Neutral ,,,"Doordarshan, DD, National Channel, TV"
2019-09-03 , 16:05:15,2019-09-03 16:05:1567526704,AK,https://www.facebook.com/1954072204870360/posts/2429536517323924/,World Test Championship All Set To Entertain Cricket Fans,क्या है World Test Championship?,Sports & Games,Sports & Games,,,Sports & Games,Daily NEWJ*,,,"Cricket, News","Cricket, News",Informative,,Informative,text only (to),Crowd,,relevant,,,,Object,Neutral ,,,"West Indies, Cricket, World Test Championship, Team India, Ashes Series, ICC, BCCI"
2019-08-31 , 13:05:15,2019-08-31 13:05:1567256700,AK,https://www.facebook.com/1954072204870360/posts/2426602764283966/,Sumit Nagal - The Indian Tennis Sensation Who Stunned Roger Federer,Sumit Nagal ने US Open के 1st round के 1st set में दी Roger Federer को मात,Sports & Games,Sports & Games,,,Sports & Games,People,,,"Tennis, Award/Achievement","Tennis, Award/Achievement",Profile,,Profile,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,sumit nagal,Sport,"Sumit Nagal, US Open, Roger Federer"
2019-09-01 , 13:05:15,2019-09-01 13:05:1567343100,DV,https://www.facebook.com/1954072204870360/posts/2426787500932159/,Rajasthan Cop Gets A Notice For Accepting Bribe In His Pre-Wedding Video,क्यों इस police वाले को भारी पड़ा अपना pre-wedding shoot ?,X Do not use Viral X,Crime,,,Forces,Police-Army,,,"Police, Person Specific, Violation","Police, Person Specific, Crime",Shocking/Surprising,,Shocking/Surprising,text only (to),Crowd,,relevant,,,,Crowd,Neutral ,,,"Rajasthan Cop, Pre-wedding Shoot, Bribery, Bribe, Corruption"
2019-08-29 , 13:05:15,2019-08-29 13:05:1567083900,AK,https://www.facebook.com/1954072204870360/posts/2425964314347811/,Manasi Joshi Wins Gold At BWF Para Badminton World Championships,Para Badminton World Championships खिताब जीतने वाली पहली भारतीय बनीं  Manasi Joshi,X Do not use People,Sports & Games,,,Sports & Games,Achievements,,,"Famous Personality, Badminton, Award/Achievement","Famous Personality, Other Sports, Award/Achievement",Informative,,Event,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,"Badminton, Para Badminton Championships, BWF, para badminton, Manasi Joshi, PV Sindhu, Modi"
2019-11-10 , 02:30:15,2019-11-10 02:30:1573353001,VA,https://www.facebook.com/1954072204870360/posts/2487600638184178/,Jan Aushadhi Stores To Sell Sanitary Napkins For Re 1,जन औषधि स्टोर्स पर मिलेंगी ₹1 में सैनटरी नैपकीन,Food,Business & Money,,,Business,Economy,,,Economy/Economic ,Economy/Economic ,Informative,,Informative,text only (to),other,sanitary napkins,relevant,,,,Crowd,Neutral ,,,"Jan Aushadhi Store, Sanitary Napkins, Women, Healthcare"
2019-08-28 , 14:35:15,2019-08-28 14:35:1567002900,RG,https://www.facebook.com/1954072204870360/posts/2425266171084292/,Viral: When Paragliding Adventure Went Wrong,Paragliding करने गए Vipin Sahu का video हो रहा है viral,X Do not use Shocking Visuals,Undefined,,,Weird News,Travel,,,Tourism,Tourism,Funny,,Funny, common voice (optv),Crowd,,relevant,,,,Commoner,Fear,,,"Solo Travel, Paragliding, Vipin Sahu, Viral, Meme, Tourism"
2019-09-02 , 14:35:15,2019-09-02 14:35:1567434900,SA,https://www.facebook.com/1954072204870360/posts/2426691480941761/,Lal Baug's Ganpati Mandal To Make A 22-Feet Tall Eco-Friendly Idol,Lal Baug में कागज और मिट्टी से बन रही है 22 feet ऊंची Ganpati की मूर्ति,Dharohar,Dharohar*,,,Environment/Ecosystem,Place,,,"Religion, Conservation, Pollution","Religion, Conservation, Crisis",Informative,,"Inspiring, Informative",other,famous personality (fp),,relevant,,,,Famous Personality,Neutral ,lord ganesha,Devotional,"Lal Baug, Ganpati Bappa, Eco-friendly Idol, Mumbai, 22 feet idol"
2019-09-04 , 16:05:15,2019-09-04 16:05:1567613100,VA,https://www.facebook.com/1954072204870360/posts/2430220660588843/,Smriti Irani Shares Rajasthani Model's Inspiring Video On Social Media,Smriti Irani ने model के साथ share किया video बताई पीछे की कहानी,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Daily NEWJ*,,,News,"News, Political",Informative,,General ,text only (to),famous personality (fp),,relevant,,,,Commoner,Happy ,,,"Smriti Irani, Model, Lakme Fashion Week, Nisha Yadav"
2019-09-01 , 02:05:15,2019-09-01 02:05:1567303507,HG,https://www.facebook.com/1954072204870360/posts/2427364607541115/,Significance Of Hartaalika Teej,हरतालिका तीज पर जानिए कैसे मां पार्वती ने प्रसन्न किया था भगवान शिव को,Dharohar,Dharohar*,,,Lifestyle,Lifestyle,,,"Religion, Beliefs","Religion, Facts",Explainers,,Explainers, voice of famous personality (fpv),famous personality (fp),,relevant,,,,Famous Personality,Happy ,shiv,Devotional,"Indian Culture, Hartaalika Teej, Shiva, Parvati, Lord Shiva"
2019-09-07 , 02:05:15,2019-09-07 02:05:1567821951,HG,https://www.facebook.com/1954072204870360/posts/2431931573751085/,Mumbai's Famous Ganpati Pandals,"देखिए मुंबई के प्रसिद्ध गणेश मंडल

(via NEWJ Dharohar)",Dharohar,Dharohar*,,,Lifestyle,Lifestyle,,,"Religion, Festival","Religion, Culture",Informative,,Informative,other,famous personality (fp),,no music,,,,Famous Personality,Happy ,Ganapati,Devotional,"Maharashtra, Ganesh Chaturthi, Mumbai, Lalbaugcha Raja, Mumbaicha Raja, Andhericha Raja"
2019-08-30 , 11:05:15,2019-08-30 11:05:1567163100,SA,https://www.facebook.com/1954072204870360/posts/2425341107743465/,Hitesh Kumar's NGO 'Rakshak' Is Making Ambala Green,Global warming से लड़ने के लिए पेड़ लगाने वाला शख्स,Animals ,Environment,,,Environment/Ecosystem,People,,,Conservation,"Conservation, Person Specific",Inspiring,,Inspiring, common voice (optv),commoner (np),,no music,,,,Commoner,Happy ,,,"NGO Rakshak, Hitesh Kumar, Ambala, Tree Plantation, Plantation Drive, Afforestation, Global Warming"
2019-08-27 , 05:05:15,2019-08-27 05:05:1566882300,AKG,https://www.facebook.com/1954072204870360/posts/2423953201215589/,A Heavyweight Journey From Dalip Singh Rana To 'The Great Khali',Undertaker को मात देने वाले The Great Khali का आज है जन्मदिन,X Do not use People,Sports & Games,,,Sports & Games,People,,,"Wrestling, Famous Personality","Other Sports, Famous Personality",Day-specific,,"Day-specific, Profile",text only (to),famous personality (fp),,relevant,,,,Famous Personality,"Happy, Action",The Great Khali,Sport,"World Wrestling Entertainment (WWE), Khali, The great khali, undertaker, India"
2019-08-26 , 16:05:15,2019-08-26 16:05:1566835500,HR,https://www.facebook.com/1954072204870360/posts/2424032621207647/,India Secures A Diplomatic Win As Trump Agrees To Call Kashmir A Bilateral Issue,"G7 summit में हुई India की diplomatic जीत, President Trump ने माना Kashmir है India Pakistan का bilateral issue",Foreign Affairs,Foreign Affairs,,,Global News,Politics*,,,Political,Political,Controversial,,Controversial,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,"Narendra Modi, Donald Trump",Politics,no tags
2019-09-01 , 11:05:15,2019-09-01 11:05:1567335900,AK,https://www.facebook.com/1954072204870360/posts/2425969527680623/,Why Agra Fort's Sheesh Mahal Remains Open Only For VVIPs?,क्यों 16 सालों से बंद है Agra Fort का Sheesh Mahal?,Travel,Travel,,,Places,Place,,,"History, News","History, News",Informative,,Informative,text only (to),Crowd,,neutral,,,,Other,Neutral ,,,"Agra, Uttar Pradesh, Sheesh Mahal, Agra fort, Mughals, Shah Jahan, Indian History, Mughal era, Historical Monument"
2019-09-01 , 03:35:15,2019-09-01 03:35:1567308900,DK,https://www.facebook.com/1954072204870360/posts/2426746927602883/,How Does Indian Standard Time Work?,कैसे तय होता है India का वक्त?,Education,Education,,,Technology & Innovations,Tech,,,Tech,"Facts, Science",Informative,,Informative,text only (to),other,Satellite view of India,relevant,,,,Other,Neutral ,,,"IST, Indian Standard Time"
2019-08-27 , 16:05:15,2019-08-27 16:05:1566921900,SA,https://www.facebook.com/1954072204870360/posts/2424587741152135/,Glamour Galore: A Sneak Peek Into Lakme Fashion Week 2019,Lakme Fashion Week में Bollywood celebrities ने बिखेरा अपना जलवा,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Daily NEWJ*,,,News,News,Entertaining,,Entertaining,other,famous personality (fp),,relevant,,,,Famous Personality,Happy ,Malika Arora,film,no tags
2019-09-13 , 03:35:15,2019-09-13 03:35:1568345701,AK,https://www.facebook.com/1954072204870360/posts/2436551306622445/,This Village In Rajasthan Celebrates Birth Of A Girl Child By Planting 111 Saplings,हर बेटी के जन्म पर इस गांव में लगाए जाते हैं 111 पौधे,X Do not use People,Lifestyle,,,Lifestyle,Lifestyle,,,Awareness,Awareness,Inspiring,,Inspiring,text only (to),other,plants,relevant,,,,Commoner,Proud,,,"Rajasthan, Piplantri, Beti Bachao, Shyam Sunder Paliwal, Tree Plantation, Kiran Nidhi Yojna, Chipko Movement"
2019-09-09 , 02:05:15,2019-09-09 02:05:1567994727,HG,https://www.facebook.com/1954072204870360/posts/2432741163670126/,Maharashtra's Famous Ganpatipule Temple,"देखिए गणपतिपुले मंदिर से जुड़ी रोचक जानकारी

(via NEWJ Dharohar)",Dharohar,Dharohar*,,,Places,Place,,,Religious Place,Religion,Informative,,Informative,other,other,"Temple, plants",relevant,,,,Temple,Neutral ,,,"Maharashtra, Konkan, Ganpatipule Mandir, Ganpati Bappa, Ganesh Chaturthi, Lord Ganesha, Pune, Shivaji Maharaj"
2019-09-04 , 02:05:15,2019-09-04 02:05:1567562704,HG,https://www.facebook.com/1954072204870360/posts/2429531407324435/,Story Of Siddhivinayak Temple,"क्या है सिद्धिविनायक मंदिर की कहानी? 

(via NEWJ Dharohar)",Dharohar,Dharohar*,,,Places,Place,,,"Religious Place, History","Religion, History",Informative,,Informative,other,famous personality (fp),,no music,,,,Famous Personality,Happy ,Ganapati,Devotional,not editable
2019-09-14 , 11:05:15,2019-09-14 11:05:1568459100,VA,https://www.facebook.com/1954072204870360/posts/2435980050012904/,Shah Rukh Khan Urges People To Use Postal Services,क्यों कह रहें हैं Shah Rukh Khan postal services use करने के लिए request?,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,People,,,"Bollywood, Famous Personality, News","Bollywood, Famous Personality, News",Informative,,Informative,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Neutral ,Shahrukh Khan,film,"Bollywood, Shah Rukh Khan, Postal Services, Heritage Bandra Station, 130 Years, Dilwale Dulhaniya Le Jayenge, King Khan, Badshah"
2019-09-03 , 02:05:15,2019-09-03 02:05:1567476331,GL,https://www.facebook.com/1954072204870360/posts/2427394780871431/,History Of Pune's Dagadusheth Halwai Ganapati Temple,क्या है श्रीमंत दगडूशेठ हलवाई मंदिर की कहानी?,Dharohar,Dharohar*,,,Places,Place,,,Religious Place,Religion,Informative,,General ,voice over (vo),famous personality (fp),,no music,,,,Famous Personality,Happy ,Ganapati,Devotional,not editable
2019-08-26 , 14:35:15,2019-08-26 14:35:1566830100,AK,https://www.facebook.com/1954072204870360/posts/2423929567884619/,6 Islamic Nations Honoured PM Modi With Highest Civilian Awards,"PM Modi बने muslim countries की पसंद, 5 सालों में muslim countries से PM Modi को मिले 6 awards",Foreign Affairs,Foreign Affairs,,,Global News,Politics*,,,"Famous Personality, Political, Award/Achievement","Famous Personality, Award/Achievement",Informative,,Informative,text only (to),famous personality (fp),,relevant,,,,Famous Personality,"Happy, Proud",Narendra Modi,Devotional,"Narendra Modi, Order of Zayed, Muslim Countries, UAE, Gulf Countries"
2019-09-14 , 16:05:15,2019-09-14 16:05:1568477103,VA,https://www.facebook.com/1954072204870360/posts/2436507053293537/,What Sets Kutch's Kharai Camels Apart From The Other Breeds?,क्या है Kharai camel breed की खासियत जिसे जरूरत है conservation की?,Animals ,Animals,,,Environment/Ecosystem,Animals,,,Animals,Animals,Informative,,Informative,text only (to),other,"Animal, Camel",relevant,,,,Animal,Neutral ,,,"Kutch district, Gujarat, Kharai Camel, Mangroves, Desert"
2019-08-29 , 05:05:15,2019-08-29 05:05:1567055102,RG,https://www.facebook.com/1954072204870360/posts/2425312304413012/,"IIT Delhi Startup Sanfe Launches Reusable, Eco-Friendly Sanitary Napkins",IIT Delhi के students ने केले से बनाया sanitary napkin,Science & Tech,Science & Tech*,,,Technology & Innovations,Education,,,Conservation,Conservation,Informative,,Informative,text only (to),commoner (np),,relevant,,,,Other,Neutral ,,,"IIT Delhi, Sanfe, Sanitary Napkin, Reusable Sanitary Pads, Eco-Friendly Sanitary Pads, Banana Fibers"
2019-08-27 , 13:05:15,2019-08-27 13:05:1566911100,RG,https://www.facebook.com/1954072204870360/posts/2424444344499808/,"Irmim Shamim, Against All Odds, Gains Admission In AIIMS Rajouri",AIIMS Rajouri में admission पाने वाली पहली महिला बनीं Kashmir की बेटी Irmim,Education,Education,,,Education,Achievements,,,"Award/Achievement, Famous Personality","Award/Achievement, Famous Personality",Informative,,"Inspiring, Informative", common voice (optv),commoner (np),,neutral,,,,Commoner,Happy ,,,"Jammu and Kashmir, Irmim Shamim, AIIMS, Rajouri, Medical, MBBS"
2019-08-26 , 13:05:15,2019-08-26 13:05:1566824700,SA,https://www.facebook.com/1954072204870360/posts/2423837454560497/,Remembering Mother Teresa,Kolkata के Mother House में कुछ इस तरह मनाई गई Mother Teresa की 109वीं जयंती,X Do not use People,Lifestyle,,,Lifestyle,People,,,"Social Work, Famous Personality, History","Social Work, Famous Personality, History",Profile,,"Day-specific, Profile", voice of famous personality (fpv),famous personality (fp),,relevant,,,,Famous Personality,Happy ,Mother Teresa,Social,no tags
2019-08-27 , 03:35:15,2019-08-27 03:35:1566876900,DG,https://www.facebook.com/1954072204870360/posts/2423949627882613/,Mumbai's Beloved Ganpati Bappa Has His Highest Throne At LOC,कहां तैयार होती है LOC पर बैठने वाले Ganpati Bappa की प्रतिमा?,Dharohar,Dharohar*,,,Places,Place,,,"Religion, Festival","Religion, Culture",Informative,,Event,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,Ganapati,Devotional,"Mumbai, Maharashtra, Ganpati, Festival, LOC, India"
2019-09-23 , 02:30:15,2019-09-23 02:30:1569205802,GL,https://www.facebook.com/1954072204870360/posts/2442896082654634/,The Inspiring Story Of Preeti Kumari,मिलिए Western Railway की एकमात्र Motorwoman से,X Do not use People,Lifestyle,,,Government,Achievements,,,"Railways, Famous Personality, Award/Achievement","Person specific, empowerment",Informative,,Informative,text only (to),other,"button, human hand",relevant,,,,Commoner,Happy ,,,"Preeti Kumari, Western Railway, Motorwoman, Indian Railways, Mumbai Local, Train Driver, Commuters"
2019-08-27 , 11:05:15,2019-08-27 11:05:1566903900,DV,https://www.facebook.com/1954072204870360/posts/2424539371156972/,Key Reason Of India's Ongoing Financial Crisis,India के financial crisis के लिए ये 4 reasons बताए जा रहे हैं जिम्मेदार,Business & Money,Economy,,,Government,Economy,,,"Economy/Economic, Crisis","Economy/Economic, Crisis",Explainers,,Explainers,text only (to),Crowd,,relevant,,,,Other,Neutral ,,,"Financial Crisis, Economic Slowdown, Indian Economy, Automobile Sector, Crude Oil"
2019-08-27 , 14:35:15,2019-08-27 14:35:1566916500,HR,https://www.facebook.com/1954072204870360/posts/2424507567826819/,"Kohli Surpasses Ganguly, Joins Dhoni As India's Most Successful Test Captain",सबसे सफल Indian test captain बने Virat Kohli,Sports & Games,Sports & Games,,,Sports & Games,Daily NEWJ*,,,"Cricket, Famous Personality, News","Cricket, Famous Personality, News",Informative,,Informative,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Action,Virat Kohli,Sport,"Cricket, Virat Kohli, Kohli, Indian Cricket Team, West Indies Tour, Dhoni, Ganguly, King Kohli"
2019-08-26 , 11:05:15,2019-08-26 11:05:1566817500,VA,https://www.facebook.com/1954072204870360/posts/2423820864562156/,"The Pride Of India, PV Sindhu Wins The World Badminton Championship",PV Sindhu World Badminton Championship खिताब जीतने वाली बनीं पहली Indian player,Sports & Games,Sports & Games,,,Sports & Games,Achievements,,,"Badminton, Famous Personality, Award/Achievement","Other Sports, Famous Personality, Award/Achievement",Informative,,"Inspiring, Informative",text only (to),famous personality (fp),,relevant,,,,Famous Personality,"Happy, Proud",PV Sindhu,Sport,"Badminton, PV Sindhu, Championship, India"
2019-08-23 , 14:35:15,2019-08-23 14:35:1566570900,DV,https://www.facebook.com/1954072204870360/posts/2421453718132204/,"China, Pakistan Slammed For Human Rights Violation","UN में China और Pakistan हुए शर्मसार, minorities को इन देशों में किया जाता है प्रताड़ित",Foreign Affairs,Foreign Affairs,,,Global News,Crime,,,"Political, Violation","Political, Crime",Shocking/Surprising,,Shocking/Surprising,text only (to),commoner (np),,neutral,,,,Other,Neutral ,,,"Human Rights, China, Pakistan, violation, United Nations"
2019-08-23 , 13:05:15,2019-08-23 13:05:1566565500,DG,https://www.facebook.com/1954072204870360/posts/2421455948131981/,Financial Action Task Force Blacklists Pakistan,Terror funding के खिलाफ कदम नहीं उठाए जाने पर FATF ने Pakistan को किया black list,Foreign Affairs,Foreign Affairs,,,Global News,Economy,,,"Economy/Economic, Violation, Policies/Norms/Rules","Economy/Economic, Crime, Policies/Norms/Rules",Shocking/Surprising,,Shocking/Surprising,text only (to),famous personality (fp),,loud,,,,Famous Personality,Neutral ,Imran Khan,Politics,no tags
2019-08-28 , 11:17:15,2019-08-28 11:17:1566991065,RG,https://www.facebook.com/1954072204870360/posts/2424618717815704/,Public Toilet Becomes Home For A 65-Year-Old In Madurai,मजबूरी में पिछले 19 सालों से public toilet में रह रही हैं 65 साल की Karuppayi,X Do not use People,Lifestyle,,,Lifestyle,Economy,,,"Economy/Economic, Person Specific","Economy/Economic, Person Specific",Emotional,,Emotional,text only (to),other,"floor, object",neutral,,,,Commoner,Sad,,,"Madurai, India, Public Toilet, Karuppayi, Old Woman, Pension, Collector"
2019-09-08 , 11:05:15,2019-09-08 11:05:1567940700,RG,https://www.facebook.com/1954072204870360/posts/2431685710442338/,12-Year Old Mohammed Hasan Develops Smart Dustbin,12 साल के Mohammed Hasan ने बनाया smart dustbin,Animals ,Environment,,,Environment/Ecosystem,Tech,,,"Tech, Conservation","Conservation, Person specific",Informative,,Informative,text only (to),other,dustbin,loud,,,,Object,Neutral ,,,"Telangana, Hyderabad, Smart Dustbin, 12-year Old Boy, Swachh Bharat Abhiyaan"
2019-08-28 , 13:05:15,2019-08-28 13:05:1566997500,DG,https://www.facebook.com/1954072204870360/posts/2425259214418321/,Palak Sidhwani Joins Taarak Mehta Ka Ooltah Chasma as New Sonu,कौन है Taarak Mehta Ka Ooltah Chashma की नई Sonu?,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,People,,,"Digital/TV, Famous Personality, News","Digital/TV, Famous Personality, News",Informative,,General ,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,"Sonu, Palak Sidhwani, Taarak Mehta, TMKOC, SAB TV, Bhide, Jethalal"
2019-09-14 , 14:35:15,2019-09-14 14:35:1568471700,SA,https://www.facebook.com/1954072204870360/posts/2436538443290398/,Real Names Of Bollywood's Top Celebrities,कुछ इस तरह के हैं आपके favourite celebrities के असल नाम,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Entertainment,,,Bollywood,Bollywood,Informative,,General ,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Happy ,Shilpa Shetty,film,"Bollywood, Real Names, Amitabh Bachchan, Akshay Kumar, Katrina Kaif, Rajnikanth, Shilpa Shetty"
2019-09-01 , 14:35:15,2019-09-01 14:35:1567348500,SA,https://www.facebook.com/1954072204870360/posts/2426763294267913/,Dharmendra Shares His Excitement Over His Grandson Karan Deol's Bollywood Debut,Deol परिवार की तीसरी पीढ़ी में से अब कौन रखने जा रहा है Bollywood में अपने कदम?,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,People,,,"Bollywood, Famous Personality, News","Bollywood, Famous Personality, News",Entertaining,,"General, Entertaining ", voice of famous personality (fpv),famous personality (fp),,loud,,,,Famous Personality,Happy ,Sunny Deol,"Politics, film","Bollywood, Karan Deol, Sunny Deol, Dharmendra, Pal Pal Dil Ke Paas"
2019-09-03 , 03:35:15,2019-09-03 03:35:1567481700,DV,https://www.facebook.com/1954072204870360/posts/2425871177690458/,"After Parle, Britannia Hikes Price Of Its Products",क्यों October से बढ़ाने वाला है Britannia biscuits के price?,Business & Money,Business & Money,,,Business,Economy,,,"Budget, Economy/Economic","Economy/Economic, News",Informative,,Informative,text only (to),commoner (np),,loud,,,,Other,Neutral ,,,"Britannia, Parle G, Biscuits, Price Hike, Financial Crisi, Economic Slowdown"
2019-09-02 , 03:35:15,2019-09-02 03:35:1567395300,SN,https://www.facebook.com/1954072204870360/posts/2427398760871033/,Celebrating Ganesh Chaturthi,आज से विराजे गणपति बप्पा,X Do not use History,Dharohar*,,,Lifestyle,Lifestyle,,,"Religion, Festival","Religion, Culture",Explainers,,Explainers,other,famous personality (fp),,no music,,,,Famous Personality,Happy ,Ganapati,Devotional,"Ganesh Chaturthi, Ganpati Bappa, History, Indian Festival, Ganesh festival"
2019-09-02 , 16:05:15,2019-09-02 16:05:1567440301,SA,https://www.facebook.com/1954072204870360/posts/2424543634489879/,"The Top Tier Of Bollywood, And How Much They Get Paid",जानिए एक film के लिए कितना charge करते हैं ये Bollywood जगत के सितारे,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Economy,,,Bollywood,Bollywood,Informative,,Informative,other,famous personality (fp),,loud,,,,Famous Personality,Happy ,Deepika Padukone,film,"Bollywood, Highest Paid Actors, Top Actors, Akshay Kumar, Salman Khan, Kangana Ranaut, Aamir Khan"
2019-08-29 , 14:35:15,2019-08-29 14:35:1567089300,VA,https://www.facebook.com/1954072204870360/posts/2425880737689502/,Viral: Sara Ali Khan Takes Selfies With Her Little Fans At Airport,क्या है Sara Ali Khan की इस खुशी का राज ?,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,People,,,"Bollywood, Fans, Famous Personality","Bollywood, Famous Personality",Entertaining,,General ,text only (to),famous personality (fp),,loud,,,,Famous Personality,Happy ,Sara Ali Khan,film,"Sara Ali Khan, Coolie No. 1, Fans, Selfie, Mumbai Airport, Varun Dhawan"
2019-08-28 , 16:05:15,2019-08-28 16:05:1567008300,VA,https://www.facebook.com/1954072204870360/posts/2425269384417304/,Salman Khan Starrer 'Dabangg 3' Will Be Released In 4 Languages,"Chulbul Pandey आएंगे इस बार Hindi, Kannada, Tamil और Telugu में",X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,Daily NEWJ*,,,"Bollywood, News","Bollywood, News",Informative,,Informative,text only (to),other,"Sun, hand",loud,,,,Famous Personality,Proud,Salman Khan,film,"Kannada, Dabangg 3, Salman Khan, Dabangg, Tamil, Telugu, Bhaijaan, Chulbul Pandey"
2019-09-02 , 11:05:15,2019-09-02 11:05:1567422300,DG,https://www.facebook.com/1954072204870360/posts/2424475647830011/,Device That Can Diagnose The Risk Of Heart Attack Through Smartphones,"IIT Bombay के professors और students ने बनाया ऐसा device, जो heart attack के बारे में पहले दे देगा जानकारी",Science & Tech,Science & Tech*,,,Technology & Innovations,Daily NEWJ*,,,"Medical, Tech",Health,Informative,,Informative,other,other,mobile screen,loud,,,,Object,Neutral ,,,"Heart Attack, IIT Bombay, Smartphone, Cardiac Arrest"
2019-09-02 , 13:05:15,2019-09-02 13:05:1567429500,,https://www.facebook.com/1954072204870360/posts/2426030801007829/,Amethi: Unique Statues Made From Paper And Grass,कभी देखी हैं paper और घास की मूर्तियां?,X Do not use People,Art,,,Skill & Art ,Environment,,,"Creative Skill, Conservation","Visual Arts, Conservation",Informative,,Informative,text only (to),commoner (np),,relevant,,,,Commoner,Neutral ,,,"Paper Statues, Grass Statues, Handicrafts, Amethi, Light Handicraft"
2019-11-08 , 06:35:15,2019-11-08 06:35:1573194900,AK,https://www.facebook.com/1954072204870360/posts/2487129254897983/,Vijay Nishanth - India's Only Tree Doctor,ये हैं पेड़ों के डॉक्टर,X Do not use People,Environment,,,Environment/Ecosystem,Health,,,"Health, Conservation","Health, Conservation",Shocking/Surprising,,Shocking/Surprising,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,"Environmental Science, Vijay Nishanth, Tree Doctor, Trees, Greenery, Plants, Plantations, Environment"
2019-08-22 , 10:15:15,2019-08-22 10:15:1566468901,DV,https://www.facebook.com/1954072204870360/posts/2420575011553408/,"Rifles Jammed During The Last Rites Of Former Bihar CM, Not A Single Rifle Was Fired","Bihar Police की खुली पोल, funeral में सलामी के दौरान 22 में से एक भी rifle से गोली नहीं चल पाई",Politics,Politics*,,,Politics,Daily NEWJ*,,,"News, Famous Personality","News, Famous Personality",Informative,,"Event, Informative",text only (to),commoner (np),,relevant,,,,Famous Personality,Happy ,Jagannath Mishra,Politics,"Bihar, Police, funeral, Chief Minister, Rifles"
